airport_ident,latitude,longitude
56WI,44.773250579833984,-89.59564971923828
57AZ,32.4466495513916,-111.00300216674805
57B,44.30244827270508,-68.91059875488281
57D,42.73759937286377,-82.89022636413574
57FA,28.20864963531494,-81.11929702758789
57GA,34.863149642944336,-84.393798828125
57K,38.128150939941406,-94.74739837646484
57KS,39.315046310424805,-95.99346923828126
57MT,46.20187568664551,-114.0837516784668
57XA,29.85832977294922,-98.1131591796875
58C,42.87260055541992,-89.07569885253906
58CL,33.19149971008301,-116.2760009765625
58MT,46.544166564941406,-111.06999969482422
59AR,35.882083892822266,-90.61250686645508
59B,45.63275146484375,-70.24879837036133
59FD,26.32029914855957,-80.98775100708008
5A2,32.56064987182617,-83.67669677734375
5AL5,34.69110107421875,-87.65280151367188
5AR1,33.71249961853027,-91.46110153198242
5AZ3,33.21249961853027,-111.61700057983398
5B4,48.80975151062012,-102.24799728393555
5B6,41.58555030822754,-70.54035186767578
5B9,44.0802001953125,-72.00775146484375
5CA7,36.33595085144043,-120.24700164794922
5CL8,35.176700592041016,-118.9275016784668
5D5,45.16660022735596,-85.57917594909668
5D6,40.64860153198242,-81.06924819946289
5D9,41.22394943237305,-82.9576530456543
5F5,32.344600677490234,-93.79989624023438
5F8,32.79145050048828,-93.95649719238281
5FL7,28.97835063934326,-82.36425018310547
5G0,42.98134994506836,-77.9375
5G3,44.53089904785156,-99.74740219116211
5H3,44.77192401885986,-96.64715003967285
5I2,40.54029846191406,-86.54859924316406
5I6,40.587398529052734,-86.25689697265625
5K2,38.454200744628906,-101.74650192260742
5K4,40.1172981262207,-90.58905029296876
5K6,42.51435089111328,-88.20499992370605
5K9,46.29049873352051,-98.94319915771484
5KE,55.344350814819336,-131.66300201416016
5KY3,36.96750068664551,-88.56525039672852
5KY4,36.802650451660156,-87.1764030456543
5KY5,36.862548828125,-87.79029846191406
5KY7,36.63784980773926,-85.16384887695312
5LL7,42.21047592163086,-88.52005767822266
5M1,34.26230049133301,-91.30750274658203
5MN4,45.41250038146973,-94.07665252685547
5MO,39.594499588012695,-94.46170043945312
5MO6,40.12845,-92.29112799999999
5MS1,32.95425033569336,-90.8459014892578
5MS5,30.54514980316162,-89.46284866333008
5MU5,38.50897789001465,-94.48434829711914
5N4,46.62622547149658,-97.61482429504395
5P3,45.43945121765137,-99.67519760131836
5P5,43.9057502746582,-100.0359992980957
5T4,45.8481502532959,-100.07350158691406
5TE0,28.628049850463867,-100.15900039672852
5TE4,36.508399963378906,-102.39199829101562
5TE5,30.273900032043457,-103.23649978637695
5TS1,28.20580005645752,-99.13445281982422
5V4,39.04839897155762,-104.29349899291992
5V6,40.24340057373047,-103.09349822998047
5V8,43.83352470397949,-101.49650001525879
5WA8,47.04290008544922,-124.14550018310545
5Y0,44.66819953918457,-83.30509948730469
5Y2,44.32915115356445,-84.79170227050781
5Y3,42.85354995727539,-88.75980377197266
5Y4,44.66005039215088,-84.2371997833252
5Y5,42.797800064086914,-82.5364990234375
5Y7,46.35459899902344,-86.61810302734375
60A,31.732749938964844,-85.8036994934082
60G,42.58380126953125,-84.6515007019043
60M,42.29049873352051,-71.9646987915039
60OA,41.4008846282959,-80.57857894897461
60TA,32.325151443481445,-96.9474983215332
60TE,30.133549690246582,-99.15029907226562
60XA,30.660139083862305,-97.76361083984375
61D,42.467824935913086,-85.64805030822754
61G,43.11344909667969,-84.52000045776367
61K,37.14965057373047,-96.18524932861328
61Y,38.20530128479004,-87.77640151977539
62C,42.82557487487793,-88.0940990447998
62FL,27.84440040588379,-81.43975067138672
63K,38.821250915527344,-94.6094970703125
63NY,43.26115036010742,-78.96529769897461
63S,48.54414939880371,-117.88349914550781
63XS,30.224050521850586,-98.28865051269531
63Y,44.28845024108887,-96.15130233764648
64C,42.5182991027832,-88.29929733276367
64I,38.63145065307617,-85.44340133666992
65B,44.83654975891113,-67.02695083618164
65G,42.718650817871094,-84.06220245361328
65LA,29.86595058441162,-90.02210235595703
65MS,34.564701080322266,-89.88410186767578
65XA,30.9035735,-94.69583499999999
66G,43.31389999389648,-83.70970153808594
66S,48.51865005493164,-116.8219985961914
66TN,35.52338218688965,-85.84646987915039
67CA,37.072750091552734,-120.37800216674805
67D,41.160051345825195,-82.20159912109375
67MU,39.45414924621582,-91.39590072631836
67SC,32.948598861694336,-80.76749801635742
68C,44.504798889160156,-89.02541605631511
68CA,40.361101150512695,-122.21599960327148
68CL,36.04574966430664,-119.64650344848633
68G,43.12565040588379,-83.62685012817383
68IS,42.14860153198242,-88.56194686889648
68LS,31.815203189849854,-81.37298202514648
68Y,43.741350173950195,-93.77729797363281
69G,42.442100524902344,-84.06435012817383
69MU,39.76424980163574,-94.62740325927734
69N,40.76359939575195,-75.6048469543457
69S,48.99839973449707,-118.22249984741211
69TX,28.58360004425049,-96.85445022583008
69VA,37.8570499420166,-77.42049789428711
69WT,47.397647857666016,-122.44795036315918
6A6,43.75580024719238,-98.97949981689453
6AR8,35.329999923706055,-94.04194641113281
6AR9,36.415300369262695,-92.69445037841797
6B3,43.04069900512695,-84.00510025024414
6B6,42.46007537841797,-71.51757431030273
6C0,42.329952239990234,-93.11431121826172
6D3,47.98044967651367,-99.52735137939455
6D7,41.21702480316162,-83.87447547912598
6F1,34.70749855041504,-95.07384872436523
6FL3,26.937299728393555,-81.56705093383789
6FL8,29.587550163269043,-82.87125015258789
6G8,42.09505081176758,-84.24079895019531
6H4,42.1557502746582,-84.33430099487305
6H8,46.482200622558594,-100.26399993896484
6II4,37.98219871520996,-87.29890060424805
6J8,29.719700813293457,-82.66609954833984
6K2,39.81254959106445,-92.05024719238281
6M8,35.532400131225586,-90.4001007080078
6MN0,47.05554962158203,-95.42304992675781
6MT4,48.032182693481445,-115.07243728637695
6MU5,39.3643165,-93.778268
6NC1,35.59165000915527,-81.07944869995117
6P3,43.1786994934082,-89.45129776000977
6R1,30.241825103759766,-92.83065032958984
6TE6,33.64120101928711,-100.34749984741211
6TE8,33.17210006713867,-100.197998046875
6WA3,46.61680030822754,-119.27450180053711
6Y0,44.4625244140625,-84.99577713012695
6Y6,44.3657751083374,-84.40004920959473
6Y8,45.72105026245117,-85.5203742980957
70CL,36.301401138305664,-116.41749954223633
70N,41.34734916687012,-75.41590118408203
70S,47.78719902038574,-117.35800170898438
71K,37.6476993560791,-97.38369750976562
71TE,30.378000259399414,-98.37615203857422
72CL,34.13400077819824,-115.11900329589844
72MI,46.285850524902344,-89.27754974365234
72S,47.23660087585449,-117.42150115966797
72TE,28.8794002532959,-99.9906005859375
72XA,29.486632347106934,-96.04128646850586
73AR,35.048500061035156,-92.05374908447266
73AZ,35.20195007324219,-113.36100006103516
73FD,29.51275062561035,-82.87480163574219
73MD,39.17530059814453,-76.24250030517578
73OH,41.64699935913086,-81.00870132446289
73S,47.23549842834473,-117.04399871826172
74TE,32.06139945983887,-97.7947006225586
75FL,30.102500915527344,-85.46249771118164
75G,42.19510078430176,-84.03084945678711
75K,40.2768497467041,-94.00745010375977
75TA,32.53429985046387,-101.72549819946289
75TX,29.500150680541992,-100.36700057983398
75XA,30.53583526611328,-95.08370590209962
76B,43.98691368103027,-70.61847686767578
76MD,39.62134552001953,-75.83749389648438
76TA,35.40174865722656,-102.80799865722656
77MI,42.06529998779297,-85.24165344238281
77NC,34.15225028991699,-78.10559844970703
77XA,29.821002960205078,-94.53102111816406
